"","country","countrycode","year","democracy","polity","gdppc","enrol_gross","primcomp","primcomp_male","primcomp_fem","enrol_net","agri","slums","telephone","internet","tax","pop","pop_fem","electricity","mobile","services","oil","natural","literacy","lit_male","lit_fem","infant","hospital","tuberculosis","life","unemploy","urban","un_continent_name","un_region_name"
"491","Spain","ESP",1985,1,10,4699.655764,109.6537933,103.4068909,103.3283081,103.4899292,99.79266,NA,NA,9340458,NA,12.5851835,38469512,50.94572093,NA,NA,NA,0.123024307,0.305277189,NA,NA,NA,9.2,4.900000095,NA,76.2595122,NA,74.213,"Europe","Southern Europe"
"492","Spain","ESP",1986,1,10,6513.503286,109.2993011,102.8525696,102.9959793,102.7016373,99.8015,NA,NA,9785300,NA,14.43001041,38584624,50.95546587,NA,1700,NA,0.030009519,0.140329509,NA,NA,NA,8.8,4.800000191,NA,76.5104878,NA,74.444,"Europe","Southern Europe"
"493","Spain","ESP",1987,1,10,8239.613802,110.222168,101.1287231,100.3475037,101.95224,99.20641,NA,NA,10236408,NA,15.56555382,38684815,50.96736017,NA,4200,NA,0.03457268,0.120274853,NA,NA,NA,8.4,4.800000191,NA,76.72804878,NA,74.673,"Europe","Southern Europe"
"494","Spain","ESP",1988,1,10,9703.123838,109.2570801,107.4741898,108.0338669,106.8841171,98.60385,NA,NA,10971635,NA,15.39696129,38766939,50.98401252,NA,11628,NA,0.020219308,0.229810581,NA,NA,NA,8.1,4.699999809,NA,76.74707317,NA,74.9,"Europe","Southern Europe"
"495","Spain","ESP",1989,1,10,10681.9712,109.5263214,105.80793,108.1220932,103.3694916,99.23004,NA,NA,11797159,NA,16.7279527,38827764,51.00574253,NA,29783,NA,0.020501953,0.235863454,NA,NA,NA,7.8,4.699999809,NA,76.81365854,NA,75.126,"Europe","Southern Europe"
"496","Spain","ESP",1990,1,10,13804.87679,109.4631271,104.3552322,105.2632828,103.4045792,99.22275,NA,NA,12602600,0.012873564,15.71080742,38867322,51.03320043,100,54700,NA,0.016720664,0.122231622,NA,NA,NA,7.5,4.599999905,NA,76.83756098,NA,75.351,"Europe","Southern Europe"
"497","Spain","ESP",1991,1,10,14811.90282,109.3271408,NA,NA,NA,99.66298,NA,NA,13264360,0.025686194,15.77697252,38966376,51.04807765,100,108451,NA,0.010123027,0.074023463,96.49497223,98.03549194,95.0510025,7.1,4.599999905,NA,76.97121951,15.93,75.528,"Europe","Southern Europe"
"498","Spain","ESP",1992,1,10,16112.18892,107.9103317,NA,NA,NA,99.65,NA,NA,13792156,0.076845453,16.02146236,39157685,51.04558409,100,180296,NA,0.010093393,0.071095844,NA,NA,NA,6.7,4.5,NA,77.41,17.7,75.61,"Europe","Southern Europe"
"499","Spain","ESP",1993,1,10,13339.90856,109.2444382,103.7515793,103.7206573,103.7841568,99.98866,NA,NA,14253470,0.127689668,14.8820061,39361262,51.04052085,100,257261,NA,0.009513607,0.068426965,NA,NA,NA,6.3,4.400000095,NA,77.54658537,22.16,75.692,"Europe","Southern Europe"
"500","Spain","ESP",1994,1,10,13415.287,108.8812485,105.1741562,105.6316376,104.6938705,99.98101,NA,NA,14685406,0.280069738,15.10676921,39549108,51.03551975,100,411930,NA,0.00775276,0.06930148,NA,NA,NA,5.9,4.400000095,NA,77.90146341,24.21,75.774,"Europe","Southern Europe"
"501","Spain","ESP",1995,1,10,15471.96272,107.8029022,NA,NA,NA,99.95766,3.884599686,NA,15095377,0.380800728,NA,39724050,51.03289944,100,944955,60.36653148,0.006028623,0.068696726,NA,NA,NA,5.5,4.300000191,NA,77.98073171,22.68,75.856,"Europe","Southern Europe"
"502","Spain","ESP",1996,1,10,16109.0844,107.2105865,NA,NA,NA,99.94339,4.388975538,NA,15412785,1.331847404,NA,39889852,51.03185473,100,2997645,59.90601039,0.00635738,0.05972824,NA,NA,NA,5.2,4.300000191,NA,78.1204878,22.14,75.938,"Europe","Southern Europe"
"503","Spain","ESP",1997,1,10,14730.79718,106.1810913,NA,NA,NA,99.93531,4.302210034,NA,15854448,2.803319625,NA,40057389,51.03006094,100,4337696,59.58926797,0.003984322,0.053398011,NA,NA,NA,4.9,4.199999809,NA,78.60414634,20.7,76.019,"Europe","Southern Europe"
"504","Spain","ESP",1998,1,10,15394.35146,105.3639374,NA,NA,NA,NA,4.150411966,NA,16288605,4.361892394,NA,40223509,51.02621485,100,6437444,59.33006351,0.001660372,0.042580993,NA,NA,NA,4.7,4.199999809,NA,78.66585366,18.67,76.1,"Europe","Southern Europe"
"505","Spain","ESP",1999,1,10,15720.6405,104.2997284,NA,NA,NA,99.85712,3.817378211,NA,16480426,7.085039678,NA,40386875,51.02259047,100,15003708,59.1744821,0.002737439,0.039290872,NA,NA,NA,4.5,4.099999905,NA,78.71707317,15.48,76.181,"Europe","Southern Europe"
"506","Spain","ESP",2000,1,10,14749.68742,104.2245102,NA,NA,NA,99.81425,3.745305634,NA,17104000,13.62496081,NA,40567864,51.01796194,100,24265059,59.19956904,0.00483506,0.049926668,NA,NA,NA,4.4,3.65,23,78.96585366,13.79,76.262,"Europe","Southern Europe"
"507","Spain","ESP",2001,1,10,15369.00116,104.5630875,NA,NA,NA,99.76442,3.677640148,NA,17531000,18.14872269,NA,40850412,51.01457656,100,29655729,59.54025219,0.006134823,0.056440585,NA,NA,NA,4.2,3.58,19,79.36829268,10.35,76.343,"Europe","Southern Europe"
"508","Spain","ESP",2002,1,10,17106.68658,105.4508591,NA,NA,NA,99.82002,3.48901744,NA,17640745,20.39,NA,41431558,50.96670243,100,33530997,59.92139305,0.004425614,0.045937933,NA,NA,NA,4.1,3.53,20,79.56829268,11.15,76.533,"Europe","Southern Europe"
"509","Spain","ESP",2003,1,10,21510.83625,105.1583481,NA,NA,NA,99.85653,3.43115625,NA,17759164,39.93,NA,42187645,50.88500026,100,37219839,59.87602616,0.004011789,0.037680044,NA,NA,NA,4.1,3.44,27,79.6195122,11.28,76.778,"Europe","Southern Europe"
"510","Spain","ESP",2004,1,10,24907.00085,105.0009232,100.5700684,100.6039276,100.5344086,99.73118,3.128327033,NA,17934477,44.01,NA,42921895,50.79965706,100,38622582,60.09666793,0.003665445,0.04689836,97.16512299,98.14391327,96.23088074,4,3.4,16,79.87073171,11.09,77.022,"Europe","Southern Europe"
"511","Spain","ESP",2005,1,10,26429.15094,104.3578796,NA,NA,NA,99.65855,2.769052264,NA,19460832,47.88,NA,43653155,50.71049638,100,42694115,59.82356309,0.003274466,0.036512986,97.75068665,98.61746979,96.92514801,3.8,3.34,19,80.17073171,9.15,77.263,"Europe","Southern Europe"
"512","Spain","ESP",2006,1,10,28389.07858,103.610878,99.95606232,100.0154419,99.89315033,99.71458,2.411680147,NA,19865037,50.37,NA,44397319,50.65055399,100,45695061,60.03976797,0.002915491,0.043761114,97.75213623,98.56102753,96.97483063,3.7,3.29,20,80.82195122,8.45,77.502,"Europe","Southern Europe"
"513","Spain","ESP",2007,1,10,32591.35031,103.0256805,99.91104126,99.97979736,99.83841705,99.82284,2.507951827,NA,20192505,55.11,NA,45226803,50.58827583,100,48422470,61.29884644,0.002846645,0.052254525,97.93884277,98.633461,97.26032257,3.6,3.25,19,80.87317073,8.23,77.74,"Europe","Southern Europe"
"514","Spain","ESP",2008,1,10,35510.72223,102.4499817,99.23150635,99.30303955,99.1563797,99.82827,2.368456866,NA,20576070,59.6,NA,45954106,50.53842428,100,49623339,63.50103331,0.003374471,0.065176881,97.6306076,98.40229797,96.88684082,3.4,3.2,19,81.17560976,11.25,77.976,"Europe","Southern Europe"
"515","Spain","ESP",2009,1,10,32169.50285,102.0957184,98.52284241,98.47551727,98.57272339,99.77222,2.265452066,NA,20244312,62.4,NA,46362946,50.54859656,100,51052693,66.54322408,0.001659511,0.035310828,97.67926788,98.46193695,96.92597198,3.3,3.16,18,81.47560976,17.86,78.21,"Europe","Southern Europe"
"516","Spain","ESP",2010,1,10,30532.48051,101.2112274,99.19822693,99.30992889,99.07923889,99.71354,2.431134632,NA,20181424,65.8,NA,46576897,50.58879467,100,51389417,66.27734083,0.002217631,0.058346057,97.74890137,98.52571106,97.00450134,3.2,3.11,17,81.62682927,19.86,78.442,"Europe","Southern Europe"
"517","Spain","ESP",2011,1,10,31677.90031,100.8130417,96.48922729,96.31012726,96.6780014,99.73417,2.373272994,NA,19889038,67.08999939,NA,46742697,50.63481035,100,52590507,67.69383782,0.002881799,0.065256205,97.78375244,98.53618622,97.06556702,3,3.05,16,82.47560976,21.39,78.673,"Europe","Southern Europe"
"518","Spain","ESP",2012,1,10,28322.94659,100.4734421,96.81300354,96.57859802,97.06316376,99.69626,2.408292471,NA,19574626,69.80999994,11.76292595,46773055,50.69928443,100,50665099,68.53081745,0.004426606,0.073062923,97.89453888,98.60652924,97.21804047,2.9,2.99,14,82.42682927,24.79,78.902,"Europe","Southern Europe"
"519","Spain","ESP",2013,1,10,29077.18206,103.1075821,96.59059906,96.4852829,96.70150757,99.55937,2.621495341,NA,19384245,71.635,13.61174985,46620045,50.77487274,100,50158689,68.50159257,0.010347316,0.062734872,98.07913208,98.74874878,97.4405365,2.9,2.96,13,83.07804878,26.09,79.133,"Europe","Southern Europe"
"520","Spain","ESP",2014,1,10,29513.65118,102.5384674,96.51920319,96.3526535,96.69548798,99.47472,2.535231182,NA,19236519,76.19,14.13527689,46480882,50.83285105,100,50806251,68.47148192,0.007908635,0.060647751,98.09371948,98.73126984,97.48735046,2.8,2.97,12,83.22926829,24.44,79.366,"Europe","Southern Europe"
"521","Spain","ESP",2015,1,10,25754.36103,102.1442337,96.10134888,95.96092987,96.24931335,99.39278,2.734089484,NA,19373709,78.68963187,14.19962304,46444832,50.87078465,100,51067770,67.99818568,0.002930776,0.047892261,98.14325714,98.77088928,97.54712677,2.8,2.98,10,82.83170732,22.06,79.602,"Europe","Southern Europe"
"522","Estonia","EST",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1211537,55.84632663,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.9335122,NA,57.533,"Europe","Northern Europe"
"523","Estonia","EST",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225077,55.6658339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.96212195,NA,58.304,"Europe","Northern Europe"
"524","Estonia","EST",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1241623,55.47902512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.79180488,NA,59.072,"Europe","Northern Europe"
"525","Estonia","EST",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1258857,55.2941689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.21012195,NA,59.836,"Europe","Northern Europe"
"526","Estonia","EST",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1277086,55.11956935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.05731707,NA,60.596,"Europe","Northern Europe"
"527","Estonia","EST",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1294566,54.94944288,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.68073171,NA,61.348,"Europe","Northern Europe"
"528","Estonia","EST",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1308597,54.78684462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6277561,NA,62.097,"Europe","Northern Europe"
"529","Estonia","EST",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1318946,54.63609905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.94014634,NA,62.839,"Europe","Northern Europe"
"530","Estonia","EST",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1331214,54.49219248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.75121951,NA,63.577,"Europe","Northern Europe"
"531","Estonia","EST",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1345249,54.34557916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.26590244,NA,64.307,"Europe","Northern Europe"
"532","Estonia","EST",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1360076,54.24468006,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.41009756,NA,64.947,"Europe","Northern Europe"
"533","Estonia","EST",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1376955,54.18084455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.81517073,NA,65.483,"Europe","Northern Europe"
"534","Estonia","EST",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1392518,54.11613961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.59214634,NA,66.017,"Europe","Northern Europe"
"535","Estonia","EST",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1405951,54.05125839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.79946341,NA,66.545,"Europe","Northern Europe"
"536","Estonia","EST",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418169,53.99134774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.07860976,NA,67.069,"Europe","Northern Europe"
"537","Estonia","EST",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,NA,NA,1429352,53.93344588,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.35436585,NA,67.589,"Europe","Northern Europe"
"538","Estonia","EST",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130000,NA,NA,1439576,53.87656712,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.92568293,NA,68.106,"Europe","Northern Europe"
"539","Estonia","EST",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,NA,NA,1450211,53.82656587,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.32482927,NA,68.617,"Europe","Northern Europe"
"540","Estonia","EST",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170000,NA,NA,1460188,53.7823945,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.92060976,NA,69.124,"Europe","Northern Europe"
"541","Estonia","EST",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190000,NA,NA,1468333,53.74219695,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.78585366,NA,69.497,"Europe","Northern Europe"
"542","Estonia","EST",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,NA,NA,1477219,53.6983838,NA,0,NA,NA,NA,NA,NA,NA,17.8,12.1850996,NA,68.79563415,NA,69.711,"Europe","Northern Europe"
"543","Estonia","EST",1981,NA,NA,NA,100.3527832,NA,NA,NA,NA,NA,NA,230000,NA,NA,1487666,53.655214,NA,0,NA,NA,NA,NA,NA,NA,17.1,NA,NA,68.97804878,NA,69.924,"Europe","Northern Europe"
"544","Estonia","EST",1982,NA,NA,NA,101.466713,NA,NA,NA,NA,NA,NA,240000,NA,NA,1498414,53.61374479,NA,0,NA,NA,NA,NA,NA,NA,16.5,NA,NA,69.12682927,NA,70.136,"Europe","Northern Europe"
"545","Estonia","EST",1983,NA,NA,NA,102.2620621,NA,NA,NA,NA,NA,NA,250000,NA,NA,1508745,53.57159461,NA,0,NA,NA,NA,NA,NA,NA,15.9,NA,NA,69.37560976,NA,70.347,"Europe","Northern Europe"
"546","Estonia","EST",1984,NA,NA,NA,102.5988388,NA,NA,NA,NA,NA,NA,260000,NA,NA,1518617,53.52702022,NA,0,NA,NA,NA,NA,NA,NA,15.5,NA,NA,69.27804878,NA,70.558,"Europe","Northern Europe"
"547","Estonia","EST",1985,NA,NA,NA,103.8158875,NA,NA,NA,NA,NA,NA,270000,NA,NA,1528781,53.48391841,NA,0,NA,NA,NA,NA,NA,NA,15.1,12.27439976,NA,69.3804878,NA,70.767,"Europe","Northern Europe"
"548","Estonia","EST",1986,NA,NA,NA,104.5810318,NA,NA,NA,NA,NA,NA,280000,NA,NA,1540190,53.43565819,NA,0,NA,NA,NA,NA,NA,NA,14.7,12.26519966,NA,70.08536585,NA,70.975,"Europe","Northern Europe"
"549","Estonia","EST",1987,NA,NA,NA,111.2813263,NA,NA,NA,NA,NA,NA,290000,NA,NA,1552221,53.37454271,NA,0,NA,NA,NA,NA,NA,NA,14.5,12.13650036,NA,70.64390244,NA,71.183,"Europe","Northern Europe"
"550","Estonia","EST",1988,NA,NA,NA,113.5266876,NA,NA,NA,NA,NA,NA,298000,NA,NA,1561900,53.3169059,NA,0,NA,NA,NA,NA,NA,NA,14.3,12.02670002,NA,70.69756098,NA,71.39,"Europe","Northern Europe"
"551","Estonia","EST",1989,NA,NA,NA,112.5578766,NA,NA,NA,NA,NA,NA,310000,NA,NA,1568131,53.26402844,NA,0,NA,NA,NA,99.72644043,99.87597656,99.60147858,14.1,11.93080044,NA,70.03902439,NA,71.415,"Europe","Northern Europe"
"552","Estonia","EST",1990,NA,NA,NA,92.94087219,NA,NA,NA,NA,NA,NA,320000,0,NA,1569174,53.20410219,100,0,NA,NA,NA,NA,NA,NA,14,11.61060047,NA,69.47560976,NA,71.231,"Europe","Northern Europe"
"553","Estonia","EST",1991,1,6,NA,91.44216919,NA,NA,NA,NA,NA,NA,332007,0,NA,1561314,53.17447898,100,570,NA,NA,NA,NA,NA,NA,13.9,11.28919983,NA,69.37317073,1.47,71.046,"Europe","Northern Europe"
"554","Estonia","EST",1992,1,6,NA,90.09750366,NA,NA,NA,NA,NA,NA,339370,0.065484797,NA,1533091,53.25598018,100,2498,NA,NA,NA,NA,NA,NA,13.7,9.681699753,NA,68.86341463,3.68,70.86,"Europe","Northern Europe"
"555","Estonia","EST",1993,1,6,NA,89.48090363,NA,NA,NA,NA,NA,NA,349720,0.300711282,NA,1494128,53.35786966,100,7224,NA,NA,NA,NA,NA,NA,13.4,9.622300148,NA,67.9097561,6.54,70.674,"Europe","Northern Europe"
"556","Estonia","EST",1994,1,6,NA,90.30136108,NA,NA,NA,NA,NA,NA,377884,1.159750913,NA,1462514,53.39883325,100,13774,NA,NA,NA,NA,NA,NA,13,8.561300278,NA,66.5,7.56,70.487,"Europe","Northern Europe"
"557","Estonia","EST",1995,1,6,3134.389753,90.9440918,78.9180069,77.77271271,80.11003113,87.03452,4.130641262,NA,411678,2.778968489,22.83901737,1436634,53.44014042,100,30452,57.04530063,1.014865394,2.64981707,NA,NA,NA,12.4,8.350000382,NA,67.54390244,9.66,70.3,"Europe","Northern Europe"
"558","Estonia","EST",1996,1,6,3380.926302,94.13481903,86.91387177,86.22113037,87.64189911,90.60952,4.128131479,NA,438811,3.525111129,21.84909116,1415594,53.47013599,100,69500,57.30266823,1.275268026,3.002580693,NA,NA,NA,11.7,7.900000095,NA,69.61219512,9.92,70.111,"Europe","Northern Europe"
"559","Estonia","EST",1997,1,6,3682.952301,95.84278107,NA,NA,NA,NA,4.088736458,NA,468593,5.706276548,21.96718917,1399535,53.47170926,100,144200,57.52363546,0.875477581,2.624444652,NA,NA,NA,11,7.710000038,NA,69.8097561,10.33,69.923,"Europe","Northern Europe"
"560","Estonia","EST",1998,1,6,4093.392477,98.08770752,89.65516663,89.61724091,89.69494629,93.86149,5.051827973,NA,498556,10.79603483,22.1073474,1386156,53.45049098,100,247000,58.8158138,0.233221618,1.820208073,NA,NA,NA,10.2,7.579999924,NA,69.35853659,9.52,69.733,"Europe","Northern Europe"
"561","Estonia","EST",1999,1,7,4140.936602,100.1589279,93.98577118,92.68138885,95.38744354,94.96768,3.628147187,NA,515486,14.50089724,20.92459032,1390244,53.4133287,100,387000,62.4765392,0.64854611,2.474482778,NA,NA,NA,9.4,7.53000021,NA,70.06341463,11.58,69.543,"Europe","Northern Europe"
"562","Estonia","EST",2000,1,9,4070.609024,104.3249588,97.49063873,96.04483795,99.06954193,95.59569,3.885009588,NA,522816,28.57695381,19.68616147,1396985,53.39088553,100,557000,60.55782534,1.530355288,3.709128205,99.76719666,99.77594757,99.76006317,8.7,7.04,65,70.41707317,13.36,69.368,"Europe","Northern Europe"
"563","Estonia","EST",2001,1,9,4505.858332,105.54216,101.8992081,101.6274872,102.1890106,95.81607,3.493968644,NA,506292,31.52748977,19.22107825,1388115,53.40999067,100,651200,60.25130137,0.940432351,3.074504441,NA,NA,NA,8,6.6,59,70.25853659,13.13,69.242,"Europe","Northern Europe"
"564","Estonia","EST",2002,1,9,5341.628947,105.4728165,101.2369232,100.2935791,102.2529602,95.87851,3.553520705,NA,475000,41.52,19.63431502,1379350,53.44472318,100,881000,59.96233979,0.76933016,2.456910964,NA,NA,NA,7.3,5.98,52,70.90487805,10.03,69.116,"Europe","Northern Europe"
"565","Estonia","EST",2003,1,9,7203.523038,105.6544724,105.3097763,106.4264603,104.1063766,94.52595,3.460192813,NA,461000,45.32,19.8292032,1370720,53.47401982,99.99708557,1050241,59.71422252,0.628213868,2.152059604,NA,NA,NA,6.7,5.73,49,71.31707317,11.29,68.989,"Europe","Northern Europe"
"566","Estonia","EST",2004,1,9,8914.103557,104.8116531,106.9942169,107.9124603,106.0190735,93.9248,3.619498686,NA,444031,53.2,20.23265963,1362550,53.49744583,99.98292542,1255731,59.56771591,0.718607972,1.597753196,NA,NA,NA,6.2,5.64,45,71.9097561,10.25,68.862,"Europe","Northern Europe"
"567","Estonia","EST",2005,1,9,10412.64431,103.5706482,103.6330872,104.6914978,102.5092697,93.81157,3.287314857,NA,442045,61.45,19.10031234,1354775,53.50795992,99.95427704,1445300,59.07511679,1.0090754,1.642375141,NA,NA,NA,5.6,5.38,41,72.56829268,8.03,68.735,"Europe","Northern Europe"
"568","Estonia","EST",2006,1,9,12639.40007,102.7617798,103.5818787,104.6040268,102.4782562,93.00778,3.144337837,NA,451912,63.51,19.95927461,1346810,53.51044658,100,1658700,57.86805592,1.058031699,1.646299103,NA,NA,NA,5.1,5.55,36,72.69146341,5.91,68.607,"Europe","Northern Europe"
"569","Estonia","EST",2007,1,9,16744.58445,101.6798172,103.9924774,106.5922623,101.3373871,94.47473,3.925540447,NA,495492,66.19,20.22298918,1340680,53.51685174,100,1681849,57.06380957,1.121303677,1.575975945,NA,NA,NA,4.7,5.48,39,72.81463415,4.59,68.479,"Europe","Northern Europe"
"570","Estonia","EST",2008,1,9,18204.96648,100.795517,102.1875,102.4159012,101.9488831,94.11625,3.401437135,NA,498129,70.58,19.30206792,1337090,53.50277597,100,1624465,59.55140141,1.583027468,2.095391727,NA,NA,NA,4.3,5.63,34,73.77073171,5.45,68.351,"Europe","Northern Europe"
"571","Estonia","EST",2009,1,9,14711.73527,100.1811218,100.2687683,100.4006195,100.1298676,93.78504,2.471168684,NA,492759,72.5,21.52102314,1334515,53.46221054,100,1570538,60.84839812,0.956769785,1.578916855,NA,NA,NA,3.9,5.37,31,74.82439024,13.55,68.223,"Europe","Northern Europe"
"572","Estonia","EST",2010,1,9,14663.04461,99.59726715,100.9882736,101.4377975,100.5043488,96.75183,3.17107207,NA,482211,74.1,19.82395754,1331475,53.41714638,100,1652809,59.92204247,0.720826424,1.559612268,NA,NA,NA,3.6,5.27,25,75.42926829,16.71,68.094,"Europe","Northern Europe"
"573","Estonia","EST",2011,1,9,17487.80478,99.04283905,99.74957275,99.34890747,100.1788864,97.38176,3.679867959,NA,471908,76.5,19.24387321,1327439,53.37520877,100,1806075,58.29040461,0.895652,1.785190428,99.88578796,99.85897827,99.90947723,3.3,5.36,25,76.22926829,12.33,67.965,"Europe","Northern Europe"
"574","Estonia","EST",2012,1,9,17403.20533,98.3196106,99.68601227,101.2591095,98.03410339,97.40301,3.315463209,NA,448212,78.38992593,19.95207595,1322696,53.34093909,100,1999750,58.80327061,1.013148662,1.970526105,NA,NA,NA,3.1,5.53,23,76.32682927,10.02,67.974,"Europe","Northern Europe"
"575","Estonia","EST",2013,1,9,19056.00192,97.67951965,96.88426208,95.8864212,97.97319794,96.16833,3.088110995,NA,426490,80.0043,20.1672231,1317997,53.297086,100,1927423,59.17388724,0.908405978,1.799242677,NA,NA,NA,2.8,5.01,23,77.14146341,8.63,68.122,"Europe","Northern Europe"
"576","Estonia","EST",2014,1,9,20261.06673,97.59226227,98.34062958,97.72039032,99.0068512,94.15752,3.164269996,NA,407289,84.24152803,20.74737186,1314545,53.24276583,100,1897551,59.2651689,0.967779938,1.765577813,NA,NA,NA,2.6,5.01,21,77.03414634,7.35,68.269,"Europe","Northern Europe"
"577","Estonia","EST",2015,1,9,17402.03761,96.88036346,96.96095276,97.67662048,96.22396088,93.48484,2.85804689,NA,387607,88.4097035,21.64006429,1315407,53.17782509,100,1903545,59.9946528,0.577870299,1.445920027,NA,NA,NA,2.4,4.96,18,77.5902439,6.19,68.416,"Europe","Northern Europe"
"578","Finland","FIN",1960,1,10,1179.353011,NA,NA,NA,NA,NA,NA,NA,428283,NA,NA,4429634,51.83989429,NA,0,NA,NA,NA,NA,NA,NA,21.9,NA,NA,68.8197561,NA,55.29,"Europe","Northern Europe"
"579","Finland","FIN",1961,1,10,1327.427224,NA,NA,NA,NA,NA,NA,NA,428283,NA,NA,4461005,51.80589435,NA,NA,NA,NA,NA,NA,NA,NA,20.6,NA,NA,68.84414634,NA,56.321,"Europe","Northern Europe"
"580","Finland","FIN",1962,1,10,1411.702398,NA,NA,NA,NA,NA,NA,NA,428283,NA,NA,4491443,51.77800405,NA,NA,NA,NA,NA,NA,NA,NA,19.5,NA,NA,68.57780488,NA,57.162,"Europe","Northern Europe"
"581","Finland","FIN",1963,1,10,1522.319242,NA,NA,NA,NA,NA,NA,NA,428283,NA,NA,4523309,51.75495773,NA,NA,NA,NA,NA,NA,NA,NA,18.4,NA,NA,69.01268293,NA,57.998,"Europe","Northern Europe"
"582","Finland","FIN",1964,1,10,1707.503938,NA,NA,NA,NA,NA,NA,NA,428283,NA,NA,4548543,51.73411542,NA,NA,NA,NA,NA,NA,NA,NA,17.4,NA,NA,69.22097561,NA,58.832,"Europe","Northern Europe"
"583","Finland","FIN",1965,1,10,1882.086858,NA,NA,NA,NA,NA,NA,NA,607000,NA,NA,4563732,51.71256608,NA,0,NA,NA,NA,NA,NA,NA,16.6,NA,NA,68.97780488,NA,59.658,"Europe","Northern Europe"
"584","Finland","FIN",1966,1,10,2010.213456,NA,NA,NA,NA,NA,NA,NA,607000,NA,NA,4580869,51.69482999,NA,NA,NA,NA,NA,NA,NA,NA,15.8,NA,NA,69.47707317,NA,60.48,"Europe","Northern Europe"
"585","Finland","FIN",1967,1,10,2034.18905,NA,NA,NA,NA,NA,NA,NA,607000,NA,NA,4605744,51.68398483,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,69.66658537,NA,61.295,"Europe","Northern Europe"
"586","Finland","FIN",1968,1,10,1907.077272,NA,NA,NA,NA,NA,NA,NA,607000,NA,NA,4626469,51.67338154,NA,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,69.61634146,NA,62.106,"Europe","Northern Europe"
"587","Finland","FIN",1969,1,10,2178.03525,NA,NA,NA,NA,NA,NA,NA,607000,NA,NA,4623785,51.66805532,NA,NA,NA,NA,NA,NA,NA,NA,13.8,NA,NA,69.50341463,NA,62.908,"Europe","Northern Europe"
"588","Finland","FIN",1970,1,10,2465.644819,NA,NA,NA,NA,NA,NA,NA,863000,NA,NA,4606307,51.69656892,NA,0,NA,NA,1.791436619,NA,NA,NA,13.2,15.10000038,NA,70.1795122,NA,63.704,"Europe","Northern Europe"
